Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
S25B28/005,Patience,,Amony,Female,2005-08-24,Ugandan,Uganda,+256 766 901 175,patience.amony@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,3.83,4.03; 3.9,112,19,5,"BON0103, BON0104, BON0105",18,"Data Analysis, Machine Learning","Communication, Leadership, Adaptability",Software Engineering,Data Science,"Traveling, Volunteering",Kinesthetic,Small group,Evening,Data Science
S25B28/007,Martin,,Nanyonjo,Female,2004-06-10,Ugandan,Uganda,+256 799 767 951,martin.nanyonjo@students.ucu.ac.ug,Pallisa District,Pallisa,Central,00000,Uganda Christian University,3.75,3.48; 3.94,115,32,4,nan,12,"Python, Machine Learning","Adaptability, Time Management, Communication",Mobile App Development,Cybersecurity,"Photography, Cooking",Reading/Writing,Alone,Morning,Web Development
S25B28/011,Dorothy,,Luyiga,Male,1998-04-04,Ugandan,Uganda,+256 793 549 522,dorothy.luyiga@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.61,3.47; 3.69,53,10,4,"BON0102, BON0104, BON0105",19,"Machine Learning, React","Leadership, Communication, Adaptability",Mobile App Development,Mobile App Development,"Sports, Hiking",Visual,One-on-one,Late night,Artificial Intelligence
J23B27/005,Vincent,,Bategeka,Male,1999-05-18,Ugandan,Uganda,+256 745 310 579,vincent.bategeka@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,3.06,3.04; 2.96,32,44,7,"BOP0503, BOP0505, BOP0506",17,"React, Machine Learning","Teamwork, Problem-solving, Time Management",Data Science,Cybersecurity,"Photography, Traveling",Kinesthetic,Online,Late night,Software Engineering
J23B27/007,Edwin,,Ocaya,Female,2003-02-11,Ugandan,Uganda,+256 765 971 477,edwin.ocaya@students.ucu.ac.ug,Lwengo District,Lwengo,Central,00000,Uganda Christian University,3.44,3.25; 3.29,61,18,4,BOP0604,14,"Java, React","Leadership, Problem-solving, Teamwork",Mobile App Development,Web Development,"Traveling, Music",Visual,Small group,Late night,Cloud Computing
J23B27/009,Precious,,Nabawanuka,Male,2005-08-23,Ugandan,Uganda,+256 737 363 404,precious.nabawanuka@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.76,2.49; 2.95,44,11,7,BOP0604,13,"Python, JavaScript","Communication, Critical Thinking, Problem-solving",Cybersecurity,Data Science,"Gaming, Cooking",Visual,Alone,Morning,Software Engineering
J23B27/011,Nabulime,,Ainomugisha,Male,2003-01-19,Ugandan,Uganda,+256 772 400 326,nabulime.ainomugisha@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.52,3.6; 3.51,61,41,4,BOP0605,15,"JavaScript, React","Critical Thinking, Communication, Time Management",Cybersecurity,Mobile App Development,"Sports, Volunteering",Visual,One-on-one,Afternoon,Cloud Computing
J23B27/013,Gertrude,,Gitta,Male,2004-03-19,Ugandan,Uganda,+256 730 730 297,gertrude.gitta@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,3.25,3.37; 3.23,83,12,5,BOP0605,18,"SQL, MongoDB","Problem-solving, Teamwork, Time Management",Cloud Computing,Cybersecurity,"Music, Hiking",Visual,Small group,Late night,Web Development
J24B27/001,Victor,,Namaganda,Female,2005-07-05,Ugandan,Uganda,+256 718 203 392,victor.namaganda@students.ucu.ac.ug,Mpigi District,Mpigi,Central,00000,Uganda Christian University,3.57,3.77; 3.76,62,19,5,"BOP0403, BOP0405",16,"Node.js, Java","Critical Thinking, Teamwork, Time Management",Data Science,Web Development,"Traveling, Gaming",Auditory,One-on-one,Late night,Cloud Computing
J24B27/003,Daisy,,Ainomugisha,Male,2003-08-09,Ugandan,Uganda,+256 797 892 369,daisy.ainomugisha@students.ucu.ac.ug,Kasese District,Kasese,Central,00000,Uganda Christian University,3.26,3.27; 3.14,118,37,6,"BOP0401, BOP0403, BOP0406",19,"C++, JavaScript","Time Management, Adaptability, Leadership",Web Development,Cloud Computing,"Hiking, Traveling",Reading/Writing,Small group,Evening,Data Science
J24B27/005,Ronald,,Mulyagonja,Male,2003-01-16,Ugandan,Uganda,+256 779 703 847,ronald.mulyagonja@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.07,3.23; 2.86,34,35,7,BOP0406,14,"React, JavaScript","Adaptability, Communication, Problem-solving",Cloud Computing,Artificial Intelligence,"Hiking, Volunteering",Kinesthetic,One-on-one,Late night,Cybersecurity
J24B27/007,Olivia,,Williams,Male,1999-03-28,Tanzanian,Uganda,+256 732 409 685,olivia.williams@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,3.73,3.79; 3.86,115,39,6,"BOP0403, BOP0406",13,"Java, SQL","Communication, Time Management, Critical Thinking",Artificial Intelligence,Mobile App Development,"Music, Photography",Reading/Writing,Small group,Morning,Cloud Computing
J24B27/009,Natukunda,,Nakafeero,Male,1999-02-11,Ugandan,Uganda,+256 765 415 443,natukunda.nakafeero@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.45,3.64; 3.3,54,47,7,BOP0301,15,"Java, C++","Problem-solving, Time Management, Communication",Data Science,Cybersecurity,"Reading, Traveling",Visual,Alone,Evening,Data Science
J24B27/011,Harriet,,Kazibwe,Female,2002-07-15,Ugandan,Uganda,+256 716 226 798,harriet.kazibwe@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.56,2.65; 2.35,62,15,4,BOP0401,21,"JavaScript, Flutter","Communication, Teamwork, Adaptability",Software Engineering,Mobile App Development,"Reading, Sports",Visual,One-on-one,Evening,Software Engineering
J24B27/014,Gertrude,,Malinga,Female,1999-11-26,Ugandan,Uganda,+256 792 417 643,gertrude.malinga@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,3.18,3.16; 3.05,91,53,5,"BOP0404, BOP0405, BOP0406",16,"Flutter, Node.js","Critical Thinking, Teamwork, Leadership",Artificial Intelligence,Web Development,"Sports, Reading",Auditory,Alone,Morning,Software Engineering
J24B27/017,Nabulime,,Nakiganda,Male,1999-06-12,Ugandan,Uganda,+256 779 123 418,nabulime.nakiganda@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,2.8,2.52; 2.62,119,13,6,"BOP0403, BOP0404, BOP0406",12,"Flutter, Node.js","Leadership, Teamwork, Time Management",Cybersecurity,Cloud Computing,"Cooking, Music",Visual,Small group,Evening,Artificial Intelligence
J24B27/019,Lloyd,,Galiwango,Male,2004-12-09,Ugandan,Uganda,+256 710 840 288,lloyd.galiwango@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.68,3.83; 3.59,33,32,5,"BOP0401, BOP0402, BOP0403",17,"C++, AWS","Time Management, Leadership, Communication",Cloud Computing,Web Development,"Traveling, Music",Kinesthetic,One-on-one,Late night,Cybersecurity
J25B27/002,Patience,,Mugabi,Male,1998-05-26,Ugandan,Uganda,+256 762 857 547,patience.mugabi@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.84,2.6; 2.76,32,13,6,nan,17,"MongoDB, AWS","Leadership, Critical Thinking, Adaptability",Cybersecurity,Artificial Intelligence,"Volunteering, Reading",Visual,Online,Late night,Mobile App Development
J25B27/004,Caroline,,Nakku,Male,2000-04-01,Ugandan,Uganda,+256 778 513 592,caroline.nakku@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.82,3.56; 3.89,52,14,4,"BOP0202, BOP0204",14,"Python, Machine Learning","Communication, Problem-solving, Critical Thinking",Data Science,Software Engineering,"Volunteering, Reading",Visual,Small group,Morning,Cybersecurity
J25B27/006,Judy,,Ninsiima,Female,2001-08-17,Ugandan,Uganda,+256 737 713 142,judy.ninsiima@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.69,2.87; 2.87,119,53,5,"BOP0202, BOP0204",20,"Git, C++","Teamwork, Time Management, Adaptability",Cloud Computing,Web Development,"Sports, Reading",Auditory,One-on-one,Afternoon,Web Development
J25B27/008,Lilian,,Walakira,Male,1999-03-05,Ugandan,Uganda,+256 737 577 616,lilian.walakira@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.57,3.44; 3.43,84,16,5,BOP0201,17,"JavaScript, Java","Adaptability, Time Management, Leadership",Data Science,Data Science,"Music, Gaming",Auditory,Small group,Late night,Web Development
J25B27/010,Nakintu,,Atwine,Male,2004-06-15,Ugandan,Uganda,+256 774 175 542,nakintu.atwine@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.06,2.76; 2.78,114,60,7,"BOP0101, BOP0102, BOP0103",14,"AWS, MongoDB","Adaptability, Teamwork, Problem-solving",Software Engineering,Software Engineering,"Volunteering, Music",Reading/Writing,Small group,Afternoon,Cybersecurity
J25B27/013,Ivan,,Akello,Male,2001-03-24,Ugandan,Uganda,+256 755 713 387,ivan.akello@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.51,3.21; 3.46,36,58,6,nan,17,"React, SQL","Adaptability, Time Management, Communication",Web Development,Software Engineering,"Sports, Cooking",Kinesthetic,One-on-one,Evening,Mobile App Development
KJ23B27/003,Nabasirye,,Luyiga,Female,2004-12-09,Ugandan,Uganda,+256 734 168 825,nabasirye.luyiga@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.96,3.71; 4.1,117,15,6,BOP0606,20,"Java, C++","Time Management, Teamwork, Critical Thinking",Web Development,Cybersecurity,"Sports, Music",Visual,Alone,Evening,Artificial Intelligence
KJ24B27/012,Oliver,,Kisitu,Male,2004-02-20,Ugandan,Uganda,+256 730 524 901,oliver.kisitu@students.ucu.ac.ug,Soroti District,Soroti,Central,00000,Uganda Christian University,3.6,3.51; 3.43,36,32,4,BOP0401,15,"MongoDB, Machine Learning","Leadership, Communication, Problem-solving",Artificial Intelligence,Artificial Intelligence,"Hiking, Music",Auditory,Online,Late night,Cybersecurity
KJ25B27/011,Triza,,Namugga,Male,2001-09-17,Ugandan,Uganda,+256 741 976 810,triza.namugga@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.67,3.7; 3.39,48,19,6,"BOP0201, BOP0204",21,"Docker, JavaScript","Adaptability, Problem-solving, Leadership",Mobile App Development,Software Engineering,"Volunteering, Sports",Auditory,Online,Morning,Artificial Intelligence
KM25B27/007,Nicholas,,Kalema,Female,2000-02-11,Ugandan,Uganda,+256 713 215 710,nicholas.kalema@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.89,4.15; 3.62,50,35,4,"BOP0202, BOP0205",19,"Node.js, SQL","Critical Thinking, Communication, Teamwork",Data Science,Cloud Computing,"Reading, Hiking",Reading/Writing,Online,Evening,Cybersecurity
KS24B27/004,Judy,,Katusiime,Male,2003-08-20,Ugandan,Uganda,+256 764 406 567,judy.katusiime@students.ucu.ac.ug,Mpigi District,Mpigi,Central,00000,Uganda Christian University,3.49,3.34; 3.2,111,58,4,BOP0202,18,"Data Analysis, Python","Time Management, Leadership, Teamwork",Cloud Computing,Web Development,"Photography, Gaming",Reading/Writing,Online,Evening,Artificial Intelligence
KS24B27/022,Proscovia,,Nabukenya,Female,2000-07-22,Ugandan,Uganda,+256 724 717 851,proscovia.nabukenya@students.ucu.ac.ug,Kotido District,Kotido,Central,00000,Uganda Christian University,3.86,3.62; 3.61,73,21,6,BOP0102,17,"React, Flutter","Communication, Adaptability, Teamwork",Artificial Intelligence,Software Engineering,"Photography, Gaming",Reading/Writing,Online,Late night,Cybersecurity
M23B27/001,Adong,,Olara,Female,2001-06-09,Ugandan,Uganda,+256 732 675 139,adong.olara@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,2.56,2.29; 2.39,46,53,5,BOP0605,15,"React, Flutter","Adaptability, Communication, Critical Thinking",Web Development,Data Science,"Volunteering, Hiking",Auditory,Alone,Late night,Software Engineering
M23B27/003,Nakkazi,,Twinamatsiko,Male,2005-09-23,Ugandan,Uganda,+256 729 692 618,nakkazi.twinamatsiko@students.ucu.ac.ug,Moroto District,Moroto,Central,00000,Uganda Christian University,3.93,4.08; 3.93,77,12,7,"BOP0602, BOP0604, BOP0606",21,"AWS, Flutter","Time Management, Critical Thinking, Leadership",Cybersecurity,Mobile App Development,"Photography, Hiking",Visual,Online,Evening,Artificial Intelligence
M23B27/005,Florence,,Ainomugisha,Male,2001-01-14,Ugandan,Uganda,+256 717 439 868,florence.ainomugisha@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.65,3.6; 3.93,77,23,5,BOP0605,20,"Node.js, Data Analysis","Adaptability, Problem-solving, Communication",Mobile App Development,Artificial Intelligence,"Photography, Volunteering",Auditory,One-on-one,Evening,Data Science
M23B27/007,Sarah,,Kijjambu,Female,1998-08-23,Ugandan,Uganda,+256 797 470 217,sarah.kijjambu@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.61,2.87; 2.66,55,24,5,BOP0507,18,"JavaScript, Flutter","Critical Thinking, Adaptability, Teamwork",Cybersecurity,Mobile App Development,"Cooking, Volunteering",Auditory,Small group,Late night,Web Development
M23B27/009,Violet,,Nanyonjo,Female,1999-05-02,Ugandan,Uganda,+256 753 199 203,violet.nanyonjo@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.89,3.63; 3.91,64,22,5,BOP0605,17,"MongoDB, AWS","Time Management, Leadership, Critical Thinking",Cybersecurity,Data Science,"Music, Hiking",Visual,Alone,Morning,Web Development
M23B27/011,Abraham,,Asiimwe,Female,1998-06-27,Ugandan,Uganda,+256 785 947 715,abraham.asiimwe@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.69,2.52; 2.83,108,25,4,"BOP0601, BOP0604",18,"Docker, AWS","Leadership, Problem-solving, Teamwork",Cybersecurity,Cybersecurity,"Traveling, Volunteering",Auditory,Alone,Morning,Cloud Computing
M23B27/013,Winnie,,Okot,Female,1998-12-23,Ugandan,Uganda,+256 742 315 841,winnie.okot@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.09,3.21; 3.29,95,20,5,BOP0505,20,"JavaScript, Python","Critical Thinking, Leadership, Problem-solving",Mobile App Development,Mobile App Development,"Volunteering, Photography",Auditory,Alone,Late night,Cybersecurity
M24B27/002,Irene,,Bbaale,Male,1999-12-08,Ugandan,Uganda,+256 727 478 414,irene.bbaale@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.93,2.92; 3.2,109,16,5,"BOP0404, BOP0405",12,"Java, Machine Learning","Adaptability, Time Management, Teamwork",Cloud Computing,Data Science,"Cooking, Traveling",Reading/Writing,One-on-one,Afternoon,Web Development
M24B27/004,Patience,,Wasswa,Male,2000-08-20,Ugandan,Uganda,+256 761 792 449,patience.wasswa@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.53,3.49; 3.75,118,22,5,BOP0302,17,"JavaScript, C++","Time Management, Teamwork, Adaptability",Web Development,Software Engineering,"Photography, Music",Visual,Alone,Morning,Cloud Computing
M24B27/006,Dorothy,,Ssenoga,Female,1999-07-27,Ugandan,Uganda,+256 716 396 574,dorothy.ssenoga@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.88,3.93; 3.78,75,56,4,BOP0305,21,"AWS, Data Analysis","Time Management, Adaptability, Communication",Artificial Intelligence,Software Engineering,"Music, Reading",Visual,Small group,Morning,Software Engineering
M24B27/008,Faith,,Ssenoga,Female,2002-01-26,Ugandan,Uganda,+256 787 517 382,faith.ssenoga@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,3.85,3.56; 3.89,72,10,4,BOP0402,20,"Python, SQL","Leadership, Adaptability, Problem-solving",Cybersecurity,Artificial Intelligence,"Hiking, Reading",Auditory,Online,Afternoon,Cybersecurity
M24B27/010,Richard,,Otim,Male,1999-02-08,Ugandan,Uganda,+256 731 716 139,richard.otim@students.ucu.ac.ug,Bukomansimbi District,Bukomansimbi,Central,00000,Uganda Christian University,2.77,2.94; 2.84,62,34,5,"BOP0403, BOP0405, BOP0406",19,"AWS, React","Teamwork, Adaptability, Critical Thinking",Cloud Computing,Artificial Intelligence,"Volunteering, Cooking",Reading/Writing,Alone,Afternoon,Cloud Computing
M24B27/012,Ivan,,Kayondo,Male,2003-12-26,Ugandan,Uganda,+256 790 118 836,ivan.kayondo@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,2.53,2.35; 2.46,88,28,4,"BOP0402, BOP0403, BOP0404",16,"Python, MongoDB","Teamwork, Communication, Problem-solving",Web Development,Web Development,"Volunteering, Sports",Reading/Writing,One-on-one,Evening,Cloud Computing
M24B27/014,Vincent,,Waiswa,Male,2002-03-05,Ugandan,Uganda,+256 785 757 915,vincent.waiswa@students.ucu.ac.ug,Mityana District,Mityana,Central,00000,Uganda Christian University,2.54,2.61; 2.66,103,53,7,BOP0406,13,"Flutter, Docker","Critical Thinking, Adaptability, Leadership",Cloud Computing,Web Development,"Gaming, Traveling",Auditory,Alone,Evening,Cybersecurity
M24B27/016,Michael,,Namutebi,Female,2005-01-16,Ugandan,Uganda,+256 728 421 216,michael.namutebi@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,3.72,3.99; 3.59,35,15,6,BOP0303,16,"Java, Data Analysis","Time Management, Critical Thinking, Adaptability",Cybersecurity,Data Science,"Hiking, Volunteering",Kinesthetic,Small group,Evening,Artificial Intelligence
M25B27/002,Namirembe,,Kisembo,Female,2001-04-23,Ugandan,Uganda,+256 777 738 488,namirembe.kisembo@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.92,4.05; 3.81,116,49,7,"BOP0202, BOP0204",21,"JavaScript, Data Analysis","Time Management, Teamwork, Problem-solving",Cloud Computing,Web Development,"Reading, Sports",Visual,Alone,Morning,Software Engineering
M25B27/004,Gerald,,Zziwa,Female,2002-06-26,Ugandan,Uganda,+256 745 104 733,gerald.zziwa@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,2.66,2.79; 2.52,116,10,6,nan,15,"React, Data Analysis","Teamwork, Leadership, Adaptability",Software Engineering,Data Science,"Reading, Gaming",Auditory,Small group,Morning,Web Development
M25B27/006,Solomon,,Kasule,Female,1999-02-02,Ugandan,Uganda,+256 734 931 454,solomon.kasule@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.63,2.65; 2.81,60,36,5,"BOP0201, BOP0202",15,"SQL, Python","Critical Thinking, Communication, Leadership",Artificial Intelligence,Data Science,"Hiking, Volunteering",Reading/Writing,Small group,Late night,Software Engineering
M25B27/009,Namyalo,,Magezi,Male,2003-04-22,Ugandan,Uganda,+256 711 173 883,namyalo.magezi@students.ucu.ac.ug,Gomba District,Gomba,Central,00000,Uganda Christian University,2.61,2.46; 2.34,94,52,7,BOP0102,20,"React, Data Analysis","Time Management, Adaptability, Teamwork",Artificial Intelligence,Data Science,"Reading, Volunteering",Reading/Writing,Online,Morning,Artificial Intelligence
M25B27/011,Nicholas,,Acen,Male,2005-12-08,Ugandan,Uganda,+256 784 949 811,nicholas.acen@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.0,3.12; 3.2,65,54,5,nan,18,"JavaScript, MongoDB","Adaptability, Communication, Leadership",Cloud Computing,Mobile App Development,"Gaming, Music",Reading/Writing,Alone,Late night,Artificial Intelligence
M25B27/013,Faith,,Amony,Female,2004-07-12,Ugandan,Uganda,+256 711 390 593,faith.amony@students.ucu.ac.ug,Butambala District,Butambala,Central,00000,Uganda Christian University,3.24,2.99; 3.31,46,29,4,nan,18,"JavaScript, Python","Communication, Leadership, Adaptability",Mobile App Development,Data Science,"Music, Traveling",Kinesthetic,Online,Morning,Web Development
M25B27/015,Elijah,,Kamanzi,Female,2000-08-08,Ugandan,Uganda,+256 720 222 615,elijah.kamanzi@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.48,3.19; 3.22,118,43,4,BOP0102,12,"Data Analysis, Docker","Critical Thinking, Leadership, Time Management",Mobile App Development,Web Development,"Reading, Gaming",Visual,Online,Afternoon,Web Development
S23B27/002,Fatima,,Johnson,Male,1998-08-17,Congolese,Uganda,+256 750 185 252,fatima.johnson@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.86,2.83; 2.71,56,37,7,BOP0504,19,"Node.js, C++","Time Management, Communication, Adaptability",Artificial Intelligence,Mobile App Development,"Gaming, Cooking",Auditory,Small group,Afternoon,Cloud Computing
S23B27/004,Ronald,,Nakyanzi,Female,2002-01-04,Ugandan,Uganda,+256 794 230 599,ronald.nakyanzi@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.83,2.62; 2.95,34,47,5,BOP0502,14,"Java, Python","Time Management, Problem-solving, Leadership",Mobile App Development,Mobile App Development,"Reading, Sports",Visual,Alone,Evening,Software Engineering
S23B27/006,Elizabeth,,Nabweteme,Male,2003-12-16,Ugandan,Uganda,+256 753 554 666,elizabeth.nabweteme@students.ucu.ac.ug,Mpigi District,Mpigi,Central,00000,Uganda Christian University,2.65,2.73; 2.84,105,35,4,"BOP0503, BOP0505",16,"Docker, Java","Adaptability, Leadership, Teamwork",Mobile App Development,Mobile App Development,"Traveling, Hiking",Visual,Online,Evening,Web Development
S23B27/008,Namazzi,,Nabirye,Female,2002-10-10,Ugandan,Uganda,+256 791 225 687,namazzi.nabirye@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,3.22,2.92; 3.33,105,12,5,BOP0501,15,"Flutter, Java","Adaptability, Problem-solving, Critical Thinking",Mobile App Development,Web Development,"Volunteering, Photography",Auditory,Alone,Evening,Data Science
S23B27/010,Faith,,Pereza,Male,2002-08-18,Ugandan,Uganda,+256 751 431 957,faith.pereza@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.65,2.75; 2.75,37,44,4,"BOP0501, BOP0505",14,"Data Analysis, React","Teamwork, Critical Thinking, Adaptability",Cloud Computing,Cloud Computing,"Gaming, Photography",Kinesthetic,Small group,Evening,Cloud Computing
S23B27/012,Elijah,,Wilson,Female,2002-07-03,South Sudanese,Uganda,+256 752 367 530,elijah.wilson@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.43,3.32; 3.72,91,26,4,BOP0406,15,"Flutter, React","Adaptability, Leadership, Teamwork",Software Engineering,Web Development,"Volunteering, Sports",Visual,One-on-one,Late night,Web Development
S23B27/014,Shamim,,Pereza,Female,2002-09-23,Ugandan,Uganda,+256 786 157 884,shamim.pereza@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.58,3.35; 3.4,81,42,7,BOP0502,16,"Git, Machine Learning","Teamwork, Problem-solving, Critical Thinking",Cybersecurity,Mobile App Development,"Reading, Volunteering",Kinesthetic,Alone,Late night,Data Science
S23B27/016,Florence,,Namutebi,Male,1999-03-05,Ugandan,Uganda,+256 717 521 982,florence.namutebi@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.72,2.72; 2.47,63,23,6,"BOP0506, BOP0507",15,"Git, Machine Learning","Time Management, Adaptability, Problem-solving",Cloud Computing,Cloud Computing,"Cooking, Hiking",Auditory,Online,Evening,Software Engineering
S24B27/001,Racheal,,Ssekiziyivu,Male,2000-06-22,Ugandan,Uganda,+256 725 480 585,racheal.ssekiziyivu@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,3.65,3.72; 3.72,106,55,4,BOP0303,14,"JavaScript, Data Analysis","Time Management, Problem-solving, Adaptability",Web Development,Mobile App Development,"Volunteering, Sports",Kinesthetic,Alone,Afternoon,Mobile App Development
S24B27/005,Nabulime,,Kalibbala,Female,2003-03-18,Ugandan,Uganda,+256 722 396 598,nabulime.kalibbala@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,2.67,2.77; 2.42,100,43,6,"BOP0303, BOP0306",20,"Java, SQL","Communication, Problem-solving, Teamwork",Cybersecurity,Web Development,"Hiking, Traveling",Reading/Writing,Small group,Morning,Mobile App Development
S24B27/007,Anena,,Ainomugisha,Female,2005-01-20,Ugandan,Uganda,+256 770 505 597,anena.ainomugisha@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,2.88,2.92; 2.92,57,52,7,"BOP0302, BOP0303, BOP0304",16,"Flutter, JavaScript","Adaptability, Problem-solving, Leadership",Software Engineering,Web Development,"Traveling, Cooking",Reading/Writing,Alone,Evening,Data Science
S24B27/009,Akena,,Namutebi,Female,1999-02-04,Ugandan,Uganda,+256 774 591 936,akena.namutebi@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,3.32,3.04; 3.32,34,23,4,nan,16,"Machine Learning, MongoDB","Leadership, Time Management, Teamwork",Web Development,Cloud Computing,"Traveling, Volunteering",Visual,Alone,Afternoon,Data Science
S24B27/011,Chris,,Mugisha,Male,2003-12-06,Ugandan,Uganda,+256 730 498 890,chris.mugisha@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.75,2.75; 2.53,65,53,6,"BOP0305, BOP0306, BOP0307",12,"Python, C++","Adaptability, Leadership, Time Management",Data Science,Artificial Intelligence,"Gaming, Volunteering",Kinesthetic,One-on-one,Late night,Cloud Computing
S24B27/014,Mildred,,Oringa,Male,1998-12-03,Ugandan,Uganda,+256 764 957 266,mildred.oringa@students.ucu.ac.ug,Sembabule District,Sembabule,Central,00000,Uganda Christian University,3.17,3.24; 3.15,100,28,5,"BOP0304, BOP0305, BOP0306",18,"Data Analysis, Docker","Time Management, Problem-solving, Adaptability",Mobile App Development,Software Engineering,"Hiking, Cooking",Auditory,Online,Late night,Cloud Computing
S24B27/016,David,,Nakiganda,Female,2003-02-05,Ugandan,Uganda,+256 712 844 274,david.nakiganda@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.39,3.22; 3.15,44,15,4,"BOP0304, BOP0306",16,"JavaScript, React","Time Management, Critical Thinking, Adaptability",Data Science,Cybersecurity,"Music, Volunteering",Visual,Online,Afternoon,Web Development
S24B27/018,Aisha,,Kaboyo,Male,2001-03-09,Ugandan,Uganda,+256 755 910 507,aisha.kaboyo@students.ucu.ac.ug,Moroto District,Moroto,Central,00000,Uganda Christian University,3.96,3.89; 4.05,33,34,5,"BOP0303, BOP0305, BOP0306",20,"Data Analysis, AWS","Teamwork, Adaptability, Leadership",Web Development,Cloud Computing,"Photography, Hiking",Kinesthetic,One-on-one,Late night,Mobile App Development
S24B27/020,Tabitha,,Nakkazi,Male,2004-12-02,Ugandan,Uganda,+256 770 557 144,tabitha.nakkazi@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,2.52,2.49; 2.71,37,16,4,BOP0306,12,"Flutter, Node.js","Communication, Time Management, Problem-solving",Cloud Computing,Mobile App Development,"Cooking, Volunteering",Visual,One-on-one,Evening,Mobile App Development
