Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
22213483,Pamela,,Komakech,Female,1999-02-24,Uganda,Uganda,+256 7039 950 84,pamela.komakech820@gmail.com,215 Street Upper Masaka,Masaka,Masaka,62113,King Ceasor University,3.84,3.08,87,1,5,"ML502, PSY101, MATH101, ECON101, DATA201",18,"JavaScript, Machine Learning, Python","Communication, Teamwork, Time Management",NLP,"ML Engineer, Cybersecurity Analyst","Photography, Sports, Hiking, Football",Visual,Online,Evening,"NLP, None, Computer Vision",Machine Learning,"Linear Algebra, Cloud Computing",
22615456,Francis,Joseph,Laker,Male,2003-01-03,Uganda,Uganda,+256 7797 398 27,francis.laker821@co.ug,11 Plot Central Masaka,Masaka,Masaka,80698,Ndejje University,2.51,3.47,42,49,3,"MATH101, EE301, BIO202",18,"AWS, Machine Learning, Java, R, Cybersecurity, TensorFlow, Pandas, Docker","Communication, Time Management","NLP, Artificial Intelligence, Computer Vision, Cybersecurity",Software Engineer,"Reading, Music, Sports, Gaming, Cooking",Kinesthetic,Alone,Late night,"Data Science, Machine Learning, Computer Vision","Data Structures, Programming","Mobile Development, Research Methods, Statistics",
22575492,Pamela,,Namyalo,Female,1998-07-28,Uganda,Uganda,+256 7867 175 27,pamela_namyalo822@co.ug,421 Street Central Mbale,Mbale,Mbale,46131,Nkumba University,2.81,None,56,49,4,"CYBER301, DATA201, ML502, EE301",19,"Git, PyTorch, Deep Learning, Cybersecurity, TensorFlow, Machine Learning","Leadership, Time Management, Teamwork, Critical Thinking, Communication, Problem-solving",Data Science,Data Scientist,"Farming, Reading, Dancing, Football, Photography",Reading/Writing,Small group,Late night,"Computer Vision, Machine Learning","Software Engineering, Data Structures, Databases, Machine Learning",Mobile Development,
22877115,Harriet,Agnes,Aceng,Female,2005-03-19,Uganda,Uganda,+256 7848 737 77,harriet.aceng823@co.ug,625 Avenue Upper Mukono,Mukono,Mukono,72265,Kampala International University,3.77,3.46,84,110,5,"ML502, MATH101, EE301, CYBER301, CS101",14,"Machine Learning, Python, JavaScript, Docker, Java","Critical Thinking, Problem-solving","Artificial Intelligence, Cybersecurity, Data Science, None","ML Engineer, AI Researcher, Software Engineer, Data Scientist",Hiking,Auditory,One-on-one,Afternoon,"Computer Vision, None, AI, Machine Learning, Cybersecurity",Algorithms,Statistics,
22132249,Florence,Nalwadda,Namyalo,Female,1998-01-16,Uganda,Uganda,+256 7072 911 07,florencenamyalo824@mail.com,943 Plot Central Fort Portal,Fort Portal,Kabarole,56149,Uganda Pentecostal University,2.88,None,125,29,6,"PHYS101, CYBER301, ECON101, CS201, AI501, CS101",13,"PyTorch, Java, Deep Learning, TensorFlow, Pandas, Machine Learning, R, Cybersecurity","Time Management, Teamwork, Critical Thinking, Leadership, Communication","None, Data Science",ML Engineer,"Sports, Reading, Music, Football",Visual,One-on-one,Evening,"Data Science, None, AI, Computer Vision, Cybersecurity","Programming, Data Structures, Networking",Linear Algebra,
22563279,David,,Kayongo,Male,2003-09-27,Uganda,Uganda,+256 7807 333 50,david_kayongo825@gmail.com,597 Avenue Central Budaka,Budaka,Budaka,74978,Mbarara University of Science and Technology,3.75,3.42,100,77,3,"PHYS101, PSY101, CS101",22,"JavaScript, Machine Learning, TensorFlow, Docker, R, Deep Learning","Teamwork, Time Management, Problem-solving, Communication, Leadership","Artificial Intelligence, None","ML Engineer, Software Engineer","Sports, Hiking, Photography, Reading, Football, Music",Kinesthetic,Small group,Late night,"NLP, Data Science, Machine Learning",Web Development,"Research Methods, Security, Statistics",
22296825,Sylvia,Nakato,Tumusiime,Female,2000-11-06,Uganda,Uganda,+256 7077 718 05,sylviatumusiime826@outlook.com,549 Road Central Iganga,Iganga,Iganga,96202,Bugema University,2.45,3.03,39,8,5,"BIO202, CS201, CYBER301, AI501, DATA201",18,"Python, PyTorch, Docker, Cybersecurity, SQL, Machine Learning, Pandas","Leadership, Problem-solving, Time Management, Teamwork, Critical Thinking","NLP, Data Science","Software Engineer, Data Scientist, ML Engineer","Photography, Reading",Kinesthetic,One-on-one,Evening,"AI, NLP, Computer Vision",Algorithms,"Linear Algebra, Research Methods",
22575188,Alice,Lydia,Odoch,Female,2005-03-27,Uganda,Uganda,+256 7703 980 63,alice.odoch827@co.ug,184 Street Central Kabwohe,Kabwohe,Sheema,85915,Kampala International University,3.55,3.38,43,42,4,"CS201, DATA201, EE301, PSY101",13,"Git, TensorFlow, Cybersecurity, Machine Learning, C++","Problem-solving, Teamwork, Communication, Time Management, Critical Thinking","Computer Vision, None, Artificial Intelligence, Machine Learning","AI Researcher, Cybersecurity Analyst","Gaming, Reading",Kinesthetic,One-on-one,Late night,NLP,"Data Structures, Web Development, Databases","Cloud Computing, Linear Algebra",
22177326,Lydia,Sylvia,Ochieng,Female,2005-09-07,Uganda,Uganda,+256 7785 113 85,lydia_ochieng828@mail.com,439 Avenue Central Ndejje,Ndejje,Luwero,34326,African Rural University,2.37,3.69,127,103,6,"DATA201, AI501, PHYS101, BIO202, DS401, CS101",10,"Python, Cybersecurity, Git, Pandas, PyTorch, Docker, JavaScript","Communication, Time Management, Problem-solving, Leadership, Critical Thinking","NLP, Computer Vision","AI Researcher, Cybersecurity Analyst, Software Engineer, Data Scientist","Photography, Music, Reading, Gaming",Auditory,Online,Late night,Cybersecurity,Data Structures,"Mobile Development, Research Methods",
22739100,Lydia,Harriet,Akena,Female,2004-02-10,Uganda,Uganda,+256 7566 569 84,lydiaakena829@gmail.com,280 Road  Hoima,Hoima,Hoima,35268,Kabale University,3.98,3.09,120,5,3,"EE301, DS401, CS101",16,"TensorFlow, AWS, R, PyTorch","Leadership, Teamwork, Time Management, Problem-solving",Data Science,"Data Scientist, Cybersecurity Analyst, ML Engineer, AI Researcher","Sports, Cooking, Hiking, Gaming",Auditory,Small group,Morning,"AI, Data Science, Machine Learning, Cybersecurity",Software Engineering,"DevOps, Statistics",
22550939,Nalwadda,Solomon,Ssebagala,Female,2000-10-14,Uganda,Uganda,+256 7234 966 17,nalwaddassebagala830@mail.com,338 Avenue  Fort Portal,Fort Portal,Kabarole,87023,Nsaka University,3.5,3.66,56,23,3,"DATA201, CS201, MATH101",17,"Machine Learning, SQL, Pandas, Git, Docker, R, Java, PyTorch","Problem-solving, Communication, Time Management, Leadership, Critical Thinking, Teamwork","Machine Learning, Data Science","Software Engineer, Cybersecurity Analyst, AI Researcher, ML Engineer",Farming,Visual,Alone,Morning,"Cybersecurity, NLP, None","Networking, Machine Learning",Statistics,
22418225,Juliet,,Laker,Female,2002-12-18,Uganda,Uganda,+256 7167 553 30,juliet_laker831@outlook.com,215 Avenue Upper Kabwohe,Kabwohe,Sheema,89423,Ndejje University,3.95,None,116,39,5,"AI501, PSY101, PHYS101, CYBER301, CS101",13,"Java, Machine Learning, JavaScript, AWS, TensorFlow, SQL","Time Management, Critical Thinking, Problem-solving, Teamwork, Communication, Leadership","Cybersecurity, None","Cybersecurity Analyst, AI Researcher, Data Scientist","Photography, Music",Auditory,One-on-one,Evening,"NLP, Data Science, AI, Computer Vision","Networking, Databases, Algorithms","Cloud Computing, DevOps, Statistics",
22322030,Rose,,Nakato,Female,1999-06-06,Uganda,Uganda,+256 7218 909 85,rose_nakato832@gmail.com,850 Avenue Lower Hoima,Hoima,Hoima,87919,Busitema University,3.43,4.0,41,32,3,"MATH101, CYBER301, ECON101",20,"Machine Learning, AWS, PyTorch, Pandas","Teamwork, Problem-solving, Critical Thinking",Machine Learning,"Data Scientist, ML Engineer, Software Engineer",Gaming,Reading/Writing,Small group,Late night,Cybersecurity,Algorithms,"DevOps, Cloud Computing, Statistics",
22658739,Mercy,,Opolot,Female,2002-09-04,Uganda,Uganda,+256 7973 217 09,mercy_opolot833@outlook.com,475 Plot  Mukono,Mukono,Mukono,47151,Nsaka University,2.56,2.98,26,42,6,"CS201, PHYS101, DS401, ECON101, CYBER301, EE301",9,"R, Deep Learning, Machine Learning, Pandas, AWS, Java","Critical Thinking, Problem-solving, Time Management, Leadership, Communication, Teamwork","Cybersecurity, Machine Learning","Cybersecurity Analyst, AI Researcher, Data Scientist","Reading, Watching films",Visual,One-on-one,Evening,"Machine Learning, Computer Vision, Cybersecurity, Data Science, None","Algorithms, Programming, Web Development, Machine Learning","Research Methods, Security, Statistics",
22706141,Sylvia,Patience,Mukasa,Female,2004-03-04,Uganda,Uganda,+256 7507 681 37,sylvia.mukasa834@gmail.com,174 Plot  Mbarara,Mbarara,Mbarara,66264,Muni University,2.22,3.1,37,2,6,"ECON101, PHYS101, DATA201, CS101, CS201, PSY101",9,"Cybersecurity, R, PyTorch, Java, Pandas, SQL, Git","Teamwork, Time Management, Critical Thinking, Leadership, Problem-solving, Communication","NLP, Machine Learning, Cybersecurity","Cybersecurity Analyst, ML Engineer, Software Engineer","Football, Cooking",Kinesthetic,Small group,Afternoon,"Computer Vision, Data Science, AI","Data Structures, Machine Learning, Programming, Networking","DevOps, Security, Cloud Computing",
22223606,Violet,,Nabunya,Female,2005-02-04,Uganda,Uganda,+256 7765 000 78,violet_nabunya835@yahoo.com,581 Road  Mbale,Mbale,Mbale,12126,Kampala International University,2.62,3.55,97,19,4,"CYBER301, CS101, PHYS101, CS201",14,"Docker, Machine Learning, TensorFlow, PyTorch, Git, SQL, Python","Problem-solving, Time Management, Teamwork, Leadership, Critical Thinking, Communication","Cybersecurity, Machine Learning, Data Science, None","ML Engineer, Cybersecurity Analyst, AI Researcher, Data Scientist","Gaming, Farming",Reading/Writing,Online,Evening,"NLP, Computer Vision","Algorithms, Databases, Software Engineering","Cloud Computing, DevOps",
22341197,Francis,,Kiggundu,Male,2005-01-16,Uganda,Uganda,+256 7533 956 94,francis.kiggundu836@outlook.com,89 Plot Lower Entebbe,Entebbe,Wakiso,31680,African Rural University,2.83,3.84,32,73,5,"EE301, DATA201, PHYS101, DS401, CYBER301",20,"AWS, PyTorch, R, Python","Problem-solving, Teamwork, Leadership, Time Management","Cybersecurity, Data Science, Computer Vision","Software Engineer, Data Scientist, Cybersecurity Analyst","Cooking, Reading",Visual,Online,Late night,"Data Science, None","Programming, Networking","Statistics, Cloud Computing, Research Methods",
22950782,Sarah,Josephine,Wandera,Female,2001-01-08,Uganda,Uganda,+256 7137 009 94,sarahwandera837@mail.com,818 Plot Lower Kampala,Kampala,Kampala,19493,Mountains of the Moon University,2.25,2.49,79,92,5,"CYBER301, AI501, MATH101, BIO202, DATA201",18,"Java, TensorFlow, Docker","Critical Thinking, Time Management, Communication, Teamwork, Problem-solving","None, Computer Vision","AI Researcher, Data Scientist","Cooking, Sports, Music, Photography",Auditory,Online,Afternoon,Machine Learning,"Machine Learning, Networking","Mobile Development, Statistics, Linear Algebra",
22669326,Stella,Josephine,Nakato,Female,2003-08-23,Uganda,Uganda,+256 7404 030 42,stella_nakato838@yahoo.com,93 Street Upper Nkozi,Nkozi,Mpigi,56629,Islamic University in Uganda,3.59,None,77,86,3,"CS201, BIO202, PHYS101",12,"Git, Cybersecurity, R","Communication, Problem-solving, Teamwork",Computer Vision,Data Scientist,"Hiking, Reading, Cooking, Sports, Farming, Watching films",Auditory,Online,Afternoon,"None, Machine Learning, Computer Vision, Data Science","Web Development, Networking","Statistics, Cloud Computing",
22465744,Betty,,Ojok,Female,2004-06-08,Uganda,Uganda,+256 7233 567 51,bettyojok839@yahoo.com,807 Avenue Upper Kabwohe,Kabwohe,Sheema,98957,St. Lawrence University,3.84,2.75,24,89,3,"AI501, ML502, CYBER301",18,"TensorFlow, Python, R, C++, PyTorch","Problem-solving, Critical Thinking, Teamwork, Communication, Time Management","Machine Learning, Data Science","Software Engineer, AI Researcher, Cybersecurity Analyst, Data Scientist","Sports, Dancing, Cooking",Reading/Writing,Small group,Evening,Computer Vision,"Algorithms, Databases, Data Structures, Machine Learning",Mobile Development,
22349615,Sharon,,Opiyo,Female,2006-02-03,Uganda,Uganda,+256 7073 048 29,sharon_opiyo840@yahoo.com,933 Plot  Mbale,Mbale,Mbale,52542,Kampala University,2.33,3.71,58,72,5,"DATA201, AI501, ECON101, CS201, PHYS101",17,"Java, Git, TensorFlow","Critical Thinking, Teamwork, Leadership, Communication, Problem-solving, Time Management","Machine Learning, NLP",Software Engineer,"Watching films, Photography",Reading/Writing,Small group,Late night,Cybersecurity,Software Engineering,"Mobile Development, DevOps, Cloud Computing",
22737730,Isaac,Rachel,Namyalo,Male,1998-12-28,Uganda,Uganda,+256 7927 087 67,isaac.namyalo841@mail.com,290 Street Central Mbale,Mbale,Mbale,22552,Lira University,3.66,2.37,28,59,6,"CS201, PSY101, BIO202, MATH101, ECON101, EE301",22,"Docker, Machine Learning, Pandas, JavaScript, Deep Learning, Git, Cybersecurity","Leadership, Communication, Time Management, Teamwork",None,"AI Researcher, Data Scientist, Cybersecurity Analyst","Farming, Dancing, Photography, Gaming",Reading/Writing,One-on-one,Late night,"Computer Vision, AI, Cybersecurity","Networking, Software Engineering, Machine Learning","Research Methods, Linear Algebra",
22550945,Brian,Pamela,Wandera,Male,2005-06-04,Uganda,Uganda,+256 7250 638 39,brianwandera842@outlook.com,337 Street Lower Lugazi,Lugazi,Buikwe,65293,Kampala University,3.33,2.94,119,21,6,"PSY101, EE301, AI501, MATH101, BIO202, ML502",20,"C++, Git, Cybersecurity, R, SQL, JavaScript, PyTorch","Leadership, Communication, Problem-solving, Critical Thinking, Teamwork","Computer Vision, NLP, None","Software Engineer, Cybersecurity Analyst, ML Engineer","Farming, Sports",Visual,Alone,Late night,"Machine Learning, NLP, Computer Vision, Data Science, AI","Algorithms, Data Structures, Software Engineering",Mobile Development,
22329807,Vincent,,Paul,Male,1998-08-18,Uganda,Uganda,+256 7582 667 33,vincentpaul843@gmail.com,166 Plot  Kasese,Kasese,Kasese,41573,Uganda Pentecostal University,2.22,3.98,52,28,4,"ECON101, CYBER301, CS201, ML502",11,"AWS, Deep Learning, Machine Learning, JavaScript, Pandas","Communication, Leadership, Time Management, Critical Thinking","None, Cybersecurity","ML Engineer, Data Scientist, Cybersecurity Analyst, Software Engineer",Reading,Visual,Online,Afternoon,"NLP, None","Software Engineering, Programming",Cloud Computing,
22975543,Abel,Abel,Tumusiime,Male,2006-11-07,Uganda,Uganda,+256 7130 763 73,abel.tumusiime844@gmail.com,466 Road Upper Jinja,Jinja,Jinja,52697,Gulu University,2.42,3.74,90,70,5,"BIO202, ECON101, DS401, PSY101, CS201",16,"R, Python, PyTorch, Git","Critical Thinking, Teamwork, Problem-solving, Communication, Time Management","Computer Vision, NLP, Machine Learning",ML Engineer,Photography,Auditory,One-on-one,Afternoon,"Machine Learning, Computer Vision","Databases, Algorithms",Linear Algebra,
22997406,Fred,Henry,Official,Male,2005-10-20,Uganda,Uganda,+256 7585 681 69,fred.official845@mail.com,181 Road Lower Budaka,Budaka,Budaka,84403,African Rural University,3.85,None,90,37,5,"DS401, ECON101, PHYS101, DATA201, CS101",19,"SQL, Pandas, R","Critical Thinking, Problem-solving, Teamwork, Leadership, Communication, Time Management","Machine Learning, Artificial Intelligence, Data Science, NLP","AI Researcher, Data Scientist, ML Engineer","Music, Farming, Cooking, Photography, Watching films",Kinesthetic,Online,Afternoon,"AI, NLP","Algorithms, Programming",Cloud Computing,
22295526,Beatrice,,Moses,Female,2000-06-11,Uganda,Uganda,+256 7907 800 82,beatricemoses846@outlook.com,384 Plot Upper Busitema,Busitema,Busia,12983,Soroti University,3.21,3.69,117,24,3,"ML502, PHYS101, CS201",18,"JavaScript, C++, AWS, Pandas, Cybersecurity, Machine Learning","Teamwork, Critical Thinking, Time Management, Problem-solving, Communication",Cybersecurity,"Data Scientist, Software Engineer","Gaming, Farming, Reading, Photography",Reading/Writing,Alone,Late night,"Machine Learning, None, NLP, Data Science","Data Structures, Networking, Software Engineering, Databases","DevOps, Research Methods, Cloud Computing",
22543112,Sylvia,,Otieno,Female,1998-03-13,Uganda,Uganda,+256 7120 010 27,sylviaotieno847@gmail.com,976 Avenue Central Gulu,Gulu,Gulu,27525,International University of East Africa,3.3,2.53,126,59,4,"BIO202, CS201, MATH101, ECON101",20,"Python, Machine Learning, TensorFlow, Machine Learning","Critical Thinking, Problem-solving, Time Management","Data Science, Cybersecurity","Data Scientist, ML Engineer, AI Researcher, Software Engineer","Dancing, Cooking, Hiking, Music, Reading, Watching films",Kinesthetic,Small group,Morning,Cybersecurity,"Machine Learning, Algorithms, Programming","Mobile Development, Security",
22477542,Andrew,Edward,Owino,Male,2006-08-22,Uganda,Uganda,+256 7620 729 94,andrew.owino848@co.ug,548 Street Central Kampala,Kampala,Kampala,65703,Cavendish University Uganda,3.27,3.51,81,69,4,"AI501, ML502, CYBER301, DATA201",17,"Pandas, Machine Learning, Git, Machine Learning","Problem-solving, Leadership, Critical Thinking, Time Management","Artificial Intelligence, Data Science, Cybersecurity","Data Scientist, Cybersecurity Analyst","Photography, Hiking",Reading/Writing,Small group,Morning,"None, AI, Data Science, Cybersecurity","Programming, Machine Learning, Data Structures, Software Engineering","Mobile Development, Research Methods",
22350187,Catherine,Thomas,Ssali,Female,2001-10-12,Uganda,Uganda,+256 7958 867 82,catherine_ssali849@co.ug,611 Street Central Lugazi,Lugazi,Buikwe,12942,Uganda Management Institute,3.08,2.47,51,39,6,"MATH101, ML502, EE301, PSY101, DATA201, BIO202",20,"PyTorch, Pandas, Java, C++, Docker, Python, Cybersecurity, Deep Learning","Leadership, Critical Thinking","Cybersecurity, Computer Vision","AI Researcher, Cybersecurity Analyst, Data Scientist","Hiking, Watching films, Football, Sports, Farming",Visual,Small group,Late night,"Computer Vision, Machine Learning, NLP, None, Cybersecurity","Data Structures, Algorithms, Databases, Programming","Research Methods, Statistics",
22875176,Brian,,Oloya,Male,2002-04-06,Uganda,Uganda,+256 7788 562 23,brianoloya850@mail.com,31 Street Lower Kampala,Kampala,Wakiso,84679,Kabale University,2.85,3.33,122,84,5,"ML502, MATH101, PHYS101, CS201, DATA201",21,"C++, TensorFlow","Problem-solving, Teamwork, Leadership, Critical Thinking",Artificial Intelligence,"ML Engineer, Data Scientist, Cybersecurity Analyst","Cooking, Gaming, Watching films, Farming",Visual,Online,Evening,Data Science,Data Structures,DevOps,
22586313,Esther,,Odoch,Female,2000-04-13,Uganda,Uganda,+256 7597 252 48,esther.odoch851@outlook.com,58 Plot Lower Masaka,Masaka,Masaka,17972,Clarke International University,3.44,2.89,44,86,6,"ECON101, PSY101, DATA201, ML502, CYBER301, CS101",9,"Machine Learning, AWS, Git, Deep Learning, Cybersecurity","Critical Thinking, Leadership, Time Management","NLP, Artificial Intelligence","Software Engineer, ML Engineer",Photography,Auditory,One-on-one,Afternoon,"Cybersecurity, AI, None, Computer Vision","Machine Learning, Algorithms, Databases","Cloud Computing, Security, Mobile Development",
22853231,Tony,,Nalwadda,Male,2002-08-03,Uganda,Uganda,+256 7824 737 22,tony.nalwadda852@co.ug,428 Avenue  Kampala,Kampala,Kampala,15561,Bishop Stuart University,2.35,3.64,74,109,3,"CS101, MATH101, EE301",11,"C++, JavaScript, AWS","Teamwork, Problem-solving, Leadership, Critical Thinking, Communication","NLP, Computer Vision, Artificial Intelligence, Data Science",Software Engineer,"Football, Photography",Visual,Online,Late night,"Computer Vision, None, Data Science, AI, Cybersecurity","Data Structures, Networking, Programming","DevOps, Statistics",
22708509,Christine,,Mukasa,Female,1999-07-14,Uganda,Uganda,+256 7977 493 30,christinemukasa853@gmail.com,759 Plot Lower Iganga,Iganga,Iganga,39038,Great Lakes Regional University,3.39,3.72,107,65,6,"PSY101, DS401, DATA201, AI501, CYBER301, MATH101",16,"SQL, Docker, TensorFlow, Java, Machine Learning, Git, PyTorch, Pandas","Leadership, Time Management, Problem-solving, Teamwork, Communication, Critical Thinking",Data Science,Cybersecurity Analyst,"Cooking, Sports, Music, Gaming, Watching films",Reading/Writing,Alone,Morning,"AI, Cybersecurity, NLP",Networking,"Linear Algebra, Cloud Computing, DevOps",
22456630,Jackline,Daniel,Kasozi,Female,2005-02-28,Uganda,Uganda,+256 7732 005 30,jackline.kasozi854@mail.com,224 Street Central Lira,Lira,Lira,92041,Gulu University,3.47,3.1,116,74,6,"DATA201, PSY101, MATH101, ECON101, ML502, AI501",18,"Git, JavaScript","Teamwork, Problem-solving, Leadership, Time Management, Communication","Artificial Intelligence, NLP","AI Researcher, ML Engineer","Music, Reading, Football, Farming",Auditory,Small group,Morning,"Data Science, None",Databases,Mobile Development,
22342633,Martha,,Adong,Female,2006-11-20,Uganda,Uganda,+256 7411 781 83,martha.adong855@yahoo.com,701 Plot Upper Kisoro,Kisoro,Kisoro,96912,Kampala International University,3.46,None,55,57,5,"PSY101, PHYS101, DS401, ML502, CYBER301",13,"Python, Java, JavaScript, Deep Learning, C++, AWS, Git","Problem-solving, Time Management, Teamwork, Communication, Critical Thinking, Leadership","None, Computer Vision",Software Engineer,"Cooking, Football, Watching films, Gaming, Music",Kinesthetic,Small group,Morning,"Data Science, Cybersecurity, Machine Learning","Web Development, Algorithms","Cloud Computing, Security",
22718053,Mercy,,Paul,Female,2005-03-24,Uganda,Uganda,+256 7408 724 22,mercy.paul856@co.ug,120 Avenue Upper Lira,Lira,Lira,62207,Kyambogo University,2.46,None,93,23,4,"EE301, PSY101, CS201, AI501",14,"R, C++, AWS, JavaScript","Problem-solving, Leadership, Time Management, Critical Thinking, Teamwork","NLP, Artificial Intelligence, Computer Vision, Data Science","Software Engineer, ML Engineer, Data Scientist","Reading, Watching films, Sports, Dancing",Kinesthetic,Alone,Morning,Data Science,"Networking, Algorithms, Databases",Mobile Development,
22780259,Alex,Susan,Nakato,Male,2001-10-11,Uganda,Uganda,+256 7798 386 29,alex.nakato857@mail.com,995 Plot Lower Busitema,Busitema,Busia,34963,Mbarara University of Science and Technology,3.51,2.3,51,89,3,"EE301, PHYS101, DS401",11,"Docker, PyTorch, JavaScript, Git, SQL, Python, TensorFlow, Deep Learning","Communication, Problem-solving, Teamwork, Critical Thinking, Leadership","Computer Vision, NLP, Machine Learning, Artificial Intelligence","AI Researcher, ML Engineer","Cooking, Football, Watching films, Music",Auditory,Online,Late night,"Data Science, None","Databases, Web Development, Algorithms, Software Engineering",Linear Algebra,
22314091,Irene,,Mugisha,Female,2003-01-26,Uganda,Uganda,+256 7029 209 82,irenemugisha858@yahoo.com,450 Avenue  Mbale,Mbale,Mbale,45118,Kyambogo University,2.27,None,89,74,3,"MATH101, PHYS101, CS201",22,"Pandas, R, Machine Learning","Communication, Problem-solving, Teamwork, Critical Thinking, Leadership, Time Management","Data Science, NLP, None, Computer Vision",Software Engineer,"Gaming, Music, Farming, Football, Photography, Reading",Kinesthetic,Small group,Evening,"AI, Data Science","Software Engineering, Networking","DevOps, Research Methods, Security",
22160113,Tony,Justine,Bae,Male,2006-10-03,Uganda,Uganda,+256 7784 341 81,tony.bae859@outlook.com,43 Street  Soroti,Soroti,Soroti,44555,Nsaka University,3.7,2.07,95,50,6,"DATA201, PSY101, CS201, ML502, PHYS101, DS401",10,"Java, Python, Pandas","Leadership, Time Management, Problem-solving, Teamwork, Critical Thinking","Data Science, Cybersecurity, NLP","Cybersecurity Analyst, AI Researcher, Software Engineer","Watching films, Music, Reading, Sports, Hiking, Gaming",Reading/Writing,Alone,Morning,"Machine Learning, AI","Machine Learning, Web Development, Data Structures, Programming",Research Methods,
22243237,Abel,Jesca,Kayongo,Male,2006-07-03,Uganda,Uganda,+256 7811 119 09,abelkayongo860@mail.com,322 Road Lower Njeru,Njeru,Buikwe,36213,Kampala University,2.27,2.68,68,107,5,"ML502, BIO202, CS201, DATA201, MATH101",18,"AWS, Machine Learning, Git, TensorFlow, SQL, Pandas, PyTorch","Problem-solving, Leadership, Critical Thinking, Teamwork, Communication, Time Management","NLP, Data Science, Cybersecurity","Cybersecurity Analyst, Data Scientist, AI Researcher","Farming, Gaming, Cooking, Hiking",Kinesthetic,Small group,Afternoon,"Cybersecurity, Data Science, None",Software Engineering,"Cloud Computing, Mobile Development, Security",
22759824,Jane,Godfrey,Acan,Female,2005-04-14,Uganda,Uganda,+256 7746 959 12,jane.acan861@co.ug,87 Avenue Upper Kumi,Kumi,Kumi,48863,King Ceasor University,2.28,None,47,25,3,"CYBER301, ML502, CS201",18,"Cybersecurity, Machine Learning, Git, JavaScript, C++, Java, Machine Learning","Time Management, Teamwork, Communication, Leadership","Artificial Intelligence, Cybersecurity, Data Science","Data Scientist, Cybersecurity Analyst","Hiking, Sports",Visual,Alone,Afternoon,NLP,Data Structures,Cloud Computing,
22784559,Andrew,Nathan,Ojara,Male,2004-12-26,Uganda,Uganda,+256 7592 840 83,andrew_ojara862@co.ug,945 Avenue Lower Mbale,Mbale,Mbale,11595,Mountains of the Moon University,3.86,2.52,17,102,5,"DATA201, AI501, ECON101, PHYS101, MATH101",13,"C++, Docker, Deep Learning","Time Management, Teamwork, Critical Thinking, Communication, Leadership, Problem-solving",Data Science,"ML Engineer, Data Scientist, Cybersecurity Analyst","Music, Reading",Auditory,Small group,Late night,"Computer Vision, Machine Learning","Programming, Machine Learning, Software Engineering, Networking",Statistics,
22799311,Violet,Joyce,Kasozi,Female,1999-11-02,Uganda,Uganda,+256 7140 937 85,violet.kasozi863@yahoo.com,594 Street  Nkumba,Nkumba,Wakiso,48508,Gulu University,2.67,2.26,19,107,4,"CYBER301, PSY101, CS201, MATH101",21,"Java, Python, Docker, AWS, JavaScript","Leadership, Problem-solving, Teamwork","Artificial Intelligence, Cybersecurity, Machine Learning, Data Science","AI Researcher, ML Engineer, Data Scientist","Hiking, Cooking, Photography, Reading, Football",Auditory,Small group,Morning,"AI, Machine Learning, None","Machine Learning, Networking, Software Engineering","Statistics, Mobile Development",
22843162,Mercy,Irene,Nalwadda,Female,2005-01-18,Uganda,Uganda,+256 7404 746 62,mercynalwadda864@yahoo.com,619 Street Lower Kabale,Kabale,Kabale,20773,Muni University,3.5,None,129,6,6,"ML502, PSY101, CYBER301, BIO202, CS201, PHYS101",16,"R, C++","Time Management, Teamwork","Cybersecurity, NLP",Data Scientist,"Watching films, Gaming, Music, Sports",Kinesthetic,Small group,Late night,"AI, NLP, None, Machine Learning, Cybersecurity","Networking, Programming",Mobile Development,
22250959,Joyce,Brian,Official,Female,2005-03-08,Uganda,Uganda,+256 7722 457 70,joyce.official865@gmail.com,950 Avenue Lower Mukono,Mukono,Mukono,25916,Gulu University,3.96,2.4,17,65,5,"BIO202, PHYS101, DATA201, CS201, AI501",17,"Pandas, Java, TensorFlow, PyTorch, JavaScript, C++, Docker","Time Management, Critical Thinking, Leadership, Problem-solving, Communication, Teamwork",Computer Vision,"Software Engineer, Data Scientist, Cybersecurity Analyst, ML Engineer","Photography, Cooking, Sports",Auditory,Alone,Late night,"None, Machine Learning, Data Science, Cybersecurity","Algorithms, Software Engineering",Statistics,
22952130,Joan,Michael,Obita,Female,1999-11-17,Uganda,Uganda,+256 7810 717 76,joan.obita866@mail.com,42 Avenue Lower Mukono,Mukono,Mukono,35192,Soroti University,3.53,3.5,97,86,3,"DATA201, PSY101, CYBER301",21,"Git, Docker, Python","Teamwork, Critical Thinking, Problem-solving, Communication, Leadership, Time Management","Machine Learning, Artificial Intelligence",AI Researcher,"Dancing, Music",Auditory,Online,Late night,NLP,Programming,"Statistics, Research Methods",
