Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
S24M02/002,Amelia,,Lewis,Female,2005-11-01,Congolese,Uganda,+256 760 557 606,amelia.lewis@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.0,2.8; 3.06,47,13,6,MOA0303,17,"Java, Data Analysis","Adaptability, Teamwork, Problem-solving",Data Science,Data Science,"Cooking, Hiking",Visual,Online,Evening,Artificial Intelligence,,,
S24M02/004,Oliver,,Kigozi,Female,1999-01-03,Ugandan,Uganda,+256 797 225 113,oliver.kigozi@students.ucu.ac.ug,Butambala District,Butambala,Central,00000,Uganda Christian University,3.56,3.46; 3.61,101,18,6,MOA0303,18,"AWS, Node.js","Leadership, Adaptability, Communication",Cloud Computing,Mobile App Development,"Hiking, Volunteering",Visual,Small group,Morning,Mobile App Development,,,
S25M02/001,Nicholas,,Atim,Female,2004-12-19,Ugandan,Uganda,+256 734 125 853,nicholas.atim@students.ucu.ac.ug,Bukomansimbi District,Bukomansimbi,Central,00000,Uganda Christian University,2.99,2.89; 3.01,102,55,7,nan,16,"C++, Node.js","Leadership, Communication, Problem-solving",Mobile App Development,Mobile App Development,"Volunteering, Cooking",Kinesthetic,Online,Late night,Data Science,,,
S25M02/003,Eunice,,Opio,Female,1999-04-15,Ugandan,Uganda,+256 737 795 590,eunice.opio@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.83,3.71; 3.88,55,25,7,"MOA0101, MOA0105, MOA0106",15,"Python, MongoDB","Teamwork, Problem-solving, Communication",Data Science,Data Science,"Photography, Traveling",Kinesthetic,Online,Evening,Web Development,,,
S25M02/005,Gertrude,,Luyiga,Female,2003-10-25,Ugandan,Uganda,+256 742 110 131,gertrude.luyiga@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.78,2.55; 2.87,102,54,4,MOA0103,17,"JavaScript, Git","Teamwork, Adaptability, Communication",Web Development,Data Science,"Cooking, Gaming",Kinesthetic,Alone,Afternoon,Data Science,,,
J24M03/001,Fred,,Matovu,Male,1999-06-21,Ugandan,Uganda,+256 783 854 293,fred.matovu@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.85,2.75; 2.58,110,20,5,MOD0302,14,"Flutter, React","Problem-solving, Time Management, Teamwork",Artificial Intelligence,Cybersecurity,"Gaming, Cooking",Reading/Writing,Online,Afternoon,Cloud Computing,,,
J24M03/003,Nambooze,,Mugisha,Female,2001-11-21,Ugandan,Uganda,+256 795 892 320,nambooze.mugisha@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,2.95,2.75; 2.85,85,53,6,MOD0103,16,"Python, SQL","Adaptability, Communication, Time Management",Mobile App Development,Software Engineering,"Traveling, Cooking",Reading/Writing,Online,Morning,Cybersecurity,,,
J25M03/002,Aisha,,Atwine,Male,2004-09-02,Ugandan,Uganda,+256 732 591 166,aisha.atwine@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.89,3.72; 4.13,83,41,7,MOD0104,15,"Flutter, Data Analysis","Teamwork, Problem-solving, Communication",Cybersecurity,Mobile App Development,"Traveling, Sports",Kinesthetic,One-on-one,Evening,Data Science,,,
J25M03/005,Norah,,Galiwango,Male,2003-04-12,Ugandan,Uganda,+256 779 221 710,norah.galiwango@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.82,3.03; 3.0,96,54,5,"MOD0201, MOD0204",13,"Python, Flutter","Teamwork, Leadership, Problem-solving",Software Engineering,Mobile App Development,"Sports, Reading",Kinesthetic,Alone,Late night,Cybersecurity,,,
J25M03/010,Hellen,,Kamara,Female,2000-06-22,Ugandan,Uganda,+256 765 500 117,hellen.kamara@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.02,3.31; 2.93,53,17,5,"MOD0204, MOD0206, MOD0207",19,"AWS, C++","Adaptability, Communication, Time Management",Cloud Computing,Artificial Intelligence,"Reading, Gaming",Kinesthetic,Small group,Morning,Data Science,,,
KJ25M03/006,Victor,,Nakalema,Male,2000-05-13,Ugandan,Uganda,+256 729 791 683,victor.nakalema@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.52,3.23; 3.28,83,56,5,"MOD0201, MOD0202, MOD0204",18,"Flutter, Docker","Time Management, Problem-solving, Communication",Mobile App Development,Software Engineering,"Reading, Music",Visual,Online,Afternoon,Web Development,,,
KJ25M03/009,Caleb,,Ainomugisha,Male,2000-03-13,Ugandan,Uganda,+256 734 151 602,caleb.ainomugisha@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.55,3.47; 3.29,106,60,5,MOD0102,12,"Flutter, Node.js","Adaptability, Time Management, Critical Thinking",Artificial Intelligence,Cloud Computing,"Gaming, Reading",Visual,Online,Evening,Cybersecurity,,,
KM24M03/009,Annet,,Mayanja,Female,1998-10-10,Ugandan,Uganda,+256 718 541 931,annet.mayanja@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.7,2.45; 2.72,109,24,7,MOD0407,13,"Git, Data Analysis","Leadership, Adaptability, Communication",Cybersecurity,Software Engineering,"Hiking, Volunteering",Auditory,Small group,Evening,Cloud Computing,,,
KS25M03/013,Judith,,Kagimu,Female,2002-04-02,Ugandan,Uganda,+256 733 985 289,judith.kagimu@students.ucu.ac.ug,Kabarole District,Kabarole,Central,00000,Uganda Christian University,3.41,3.2; 3.11,64,24,7,MOD0102,20,"Data Analysis, Java","Communication, Problem-solving, Leadership",Cybersecurity,Mobile App Development,"Traveling, Reading",Auditory,Small group,Morning,Data Science,,,
M24M03/002,Olivia,,Thomas,Female,2005-12-03,Tanzanian,Uganda,+256 791 156 789,olivia.thomas@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.13,3.04; 3.21,58,44,4,MOD0401,15,"Data Analysis, React","Adaptability, Teamwork, Problem-solving",Web Development,Web Development,"Gaming, Photography",Visual,Online,Morning,Mobile App Development,,,
M24M03/004,Nakimera,,Mitala,Male,1998-12-10,Ugandan,Uganda,+256 779 148 888,nakimera.mitala@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,2.59,2.83; 2.43,107,39,6,"MOD0303, MOD0305",14,"Git, JavaScript","Critical Thinking, Teamwork, Communication",Cloud Computing,Mobile App Development,"Music, Volunteering",Kinesthetic,Small group,Evening,Software Engineering,,,
M24M03/007,Akena,,Lumala,Female,2000-12-04,Ugandan,Uganda,+256 759 791 292,akena.lumala@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.06,3.26; 2.91,101,28,6,MOD0406,15,"Flutter, JavaScript","Time Management, Critical Thinking, Leadership",Mobile App Development,Cloud Computing,"Sports, Volunteering",Reading/Writing,Small group,Evening,Cloud Computing,,,
M25M03/001,Lilian,,Nakitto,Female,2004-08-10,Ugandan,Uganda,+256 741 571 930,lilian.nakitto@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.74,2.57; 2.51,108,17,6,"MOD0204, MOD0207",20,"JavaScript, SQL","Leadership, Adaptability, Teamwork",Cloud Computing,Software Engineering,"Reading, Photography",Auditory,Small group,Late night,Cloud Computing,,,
M25M03/003,Akena,,Ddamulira,Male,1998-12-18,Ugandan,Uganda,+256 770 453 408,akena.ddamulira@students.ucu.ac.ug,Arua District,Arua,Central,00000,Uganda Christian University,3.81,3.51; 4.01,101,30,5,nan,13,"Git, AWS","Leadership, Problem-solving, Critical Thinking",Software Engineering,Software Engineering,"Volunteering, Music",Reading/Writing,Alone,Morning,Software Engineering,,,
S24M03/002,Nakkazi,,Tabaaro,Female,2004-04-25,Ugandan,Uganda,+256 724 868 575,nakkazi.tabaaro@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.79,2.84; 2.81,31,22,7,MOD0103,14,"MongoDB, Git","Leadership, Communication, Time Management",Software Engineering,Software Engineering,"Photography, Traveling",Visual,Small group,Morning,Cloud Computing,,,
S24M03/004,Annet,,Bategeka,Male,2003-12-07,Ugandan,Uganda,+256 720 829 378,annet.bategeka@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.63,2.83; 2.51,65,28,6,"MOD0301, MOD0303",16,"C++, Docker","Adaptability, Critical Thinking, Time Management",Artificial Intelligence,Cybersecurity,"Traveling, Photography",Reading/Writing,Alone,Evening,Software Engineering,,,
S24M03/006,Simon,,Ssewava,Male,2005-05-10,Ugandan,Uganda,+256 735 939 361,simon.ssewava@students.ucu.ac.ug,Bukomansimbi District,Bukomansimbi,Central,00000,Uganda Christian University,3.73,3.55; 3.53,54,59,7,"MOD0303, MOD0305",12,"JavaScript, Python","Critical Thinking, Communication, Adaptability",Artificial Intelligence,Mobile App Development,"Cooking, Hiking",Visual,One-on-one,Late night,Data Science,,,
S25M03/001,Prisca,,Amony,Male,2003-07-12,Ugandan,Uganda,+256 738 111 407,prisca.amony@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.32,3.45; 3.03,71,59,4,nan,13,"Java, SQL","Problem-solving, Time Management, Communication",Cybersecurity,Software Engineering,"Volunteering, Cooking",Visual,Alone,Evening,Cloud Computing,,,
S25M03/003,Asiimwe,,Tumusiime,Male,2000-03-27,Ugandan,Uganda,+256 749 880 542,asiimwe.tumusiime@students.ucu.ac.ug,Gulu District,Gulu,Central,00000,Uganda Christian University,3.08,3.24; 2.85,62,17,6,nan,15,"SQL, MongoDB","Teamwork, Adaptability, Leadership",Data Science,Cloud Computing,"Reading, Photography",Auditory,Alone,Afternoon,Cybersecurity,,,
S25M03/005,Amina,,Mayanja,Male,1998-07-12,Ugandan,Uganda,+256 755 469 586,amina.mayanja@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.75,3.87; 3.67,53,14,5,MOD0104,13,"React, Docker","Communication, Adaptability, Critical Thinking",Cybersecurity,Data Science,"Traveling, Music",Kinesthetic,Alone,Afternoon,Software Engineering,,,
S25M03/008,Annet,,Katusiime,Male,2002-02-03,Ugandan,Uganda,+256 778 705 291,annet.katusiime@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.7,3.84; 3.56,82,22,6,MOD0101,15,"React, Git","Teamwork, Critical Thinking, Leadership",Cloud Computing,Cybersecurity,"Reading, Traveling",Kinesthetic,Online,Late night,Mobile App Development,,,
S25M03/010,Gertrude,,Ssenoga,Female,2000-05-25,Ugandan,Uganda,+256 750 972 236,gertrude.ssenoga@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.6,3.48; 3.35,31,31,4,nan,14,"JavaScript, Machine Learning","Adaptability, Communication, Problem-solving",Mobile App Development,Cloud Computing,"Gaming, Traveling",Reading/Writing,Alone,Evening,Artificial Intelligence,,,
S25M03/012,Paul,,Olara,Female,2001-07-26,Ugandan,Uganda,+256 735 783 740,paul.olara@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.6,2.86; 2.37,37,56,7,MOD0104,14,"SQL, MongoDB","Critical Thinking, Time Management, Communication",Cloud Computing,Mobile App Development,"Gaming, Traveling",Reading/Writing,Online,Morning,Cybersecurity,,,
J24M01/001,Noah,,Martin,Female,2005-02-15,Burundian,Uganda,+256 720 527 269,noah.martin@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.55,3.67; 3.31,103,29,6,"MOT0403, MOT0404, MOT0407",13,"Git, SQL","Time Management, Critical Thinking, Communication",Mobile App Development,Cybersecurity,"Reading, Cooking",Kinesthetic,Online,Evening,Cloud Computing,,,
J24M01/003,Ritah,,Nsubuga,Female,1998-11-28,Ugandan,Uganda,+256 713 258 863,ritah.nsubuga@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.47,3.5; 3.2,111,44,6,MOT0302,14,"Python, Docker","Problem-solving, Adaptability, Critical Thinking",Software Engineering,Software Engineering,"Photography, Gaming",Reading/Writing,One-on-one,Afternoon,Cybersecurity,,,
J24M01/005,Nakanwagi,,Malinga,Female,2001-09-04,Ugandan,Uganda,+256 729 388 597,nakanwagi.malinga@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,3.1,2.89; 3.38,63,33,4,"MOT0301, MOT0303, MOT0304",20,"JavaScript, Node.js","Communication, Critical Thinking, Teamwork",Data Science,Mobile App Development,"Traveling, Music",Auditory,Alone,Afternoon,Cloud Computing,,,
J24M01/007,Lilian,,Nakyanzi,Female,2004-02-18,Ugandan,Uganda,+256 777 224 777,lilian.nakyanzi@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,3.76,3.62; 3.66,67,29,6,MOT0407,20,"C++, React","Critical Thinking, Time Management, Adaptability",Cloud Computing,Software Engineering,"Cooking, Traveling",Reading/Writing,One-on-one,Morning,Artificial Intelligence,,,
J25M01/002,Zaituni,,Wandera,Male,2004-04-19,Ugandan,Uganda,+256 784 113 664,zaituni.wandera@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,2.68,2.86; 2.56,54,16,7,MOT0201,18,"Docker, Flutter","Leadership, Teamwork, Problem-solving",Web Development,Mobile App Development,"Reading, Traveling",Auditory,Alone,Afternoon,Mobile App Development,,,
J25M01/004,Atim,,Komakech,Male,2000-09-27,Ugandan,Uganda,+256 754 440 672,atim.komakech@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,3.39,3.43; 3.45,95,16,7,"MOT0201, MOT0203",14,"MongoDB, JavaScript","Teamwork, Leadership, Time Management",Data Science,Artificial Intelligence,"Music, Traveling",Visual,Small group,Afternoon,Cloud Computing,,,
J25M01/007,Nambi,,Namutebi,Male,2003-09-12,Ugandan,Uganda,+256 730 239 205,nambi.namutebi@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.59,3.32; 3.71,85,10,5,MOT0207,15,"Data Analysis, Git","Problem-solving, Leadership, Teamwork",Artificial Intelligence,Artificial Intelligence,"Reading, Cooking",Auditory,Online,Evening,Software Engineering,,,
KM25M01/006,Nakanwagi,,Nakibuuka,Female,2004-03-24,Ugandan,Uganda,+256 772 877 294,nakanwagi.nakibuuka@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.67,3.4; 3.41,46,34,5,nan,12,"React, Node.js","Time Management, Critical Thinking, Adaptability",Data Science,Data Science,"Sports, Gaming",Kinesthetic,Small group,Morning,Mobile App Development,,,
KS25M01/003,George,,Kabagenyi,Female,2000-11-13,Ugandan,Uganda,+256 753 886 974,george.kabagenyi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.61,3.67; 3.71,107,35,6,nan,14,"MongoDB, Java","Time Management, Problem-solving, Leadership",Cybersecurity,Artificial Intelligence,"Hiking, Cooking",Auditory,Online,Afternoon,Cloud Computing,,,
KS25M01/011,Namara,,Isabirye,Male,2000-06-11,Ugandan,Uganda,+256 737 451 737,namara.isabirye@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.8,3.02; 2.66,35,34,6,nan,15,"Flutter, SQL","Teamwork, Leadership, Critical Thinking",Cybersecurity,Mobile App Development,"Cooking, Reading",Auditory,Alone,Morning,Cloud Computing,,,
M24M01/002,Norah,,Akena,Female,2000-08-25,Ugandan,Uganda,+256 747 473 155,norah.akena@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,3.14,3.24; 2.95,52,10,4,MOT0407,18,"Data Analysis, React","Problem-solving, Time Management, Teamwork",Cybersecurity,Cybersecurity,"Hiking, Photography",Kinesthetic,Alone,Evening,Cybersecurity,,,
M24M01/004,Vanessa,,Kamanzi,Male,2002-02-14,Ugandan,Uganda,+256 764 332 271,vanessa.kamanzi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.83,3.93; 4.0,59,35,7,MOT0405,13,"C++, Docker","Communication, Problem-solving, Critical Thinking",Cybersecurity,Software Engineering,"Sports, Reading",Visual,Alone,Evening,Software Engineering,,,
M24M01/006,Namirembe,,Oringa,Male,2000-09-27,Ugandan,Uganda,+256 755 994 569,namirembe.oringa@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.6,3.9; 3.66,96,30,7,MOT0301,21,"AWS, JavaScript","Communication, Time Management, Teamwork",Data Science,Cybersecurity,"Traveling, Photography",Kinesthetic,One-on-one,Evening,Web Development,,,
M25M01/001,Aisha,,Muwanga,Female,2002-08-26,Ugandan,Uganda,+256 778 931 823,aisha.muwanga@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.96,4.05; 3.71,47,36,7,MOT0105,16,"C++, Docker","Problem-solving, Teamwork, Leadership",Web Development,Data Science,"Photography, Reading",Visual,Alone,Evening,Mobile App Development,,,
M25M01/003,Winnie,,Nakacwa,Female,2000-05-19,Ugandan,Uganda,+256 795 708 550,winnie.nakacwa@students.ucu.ac.ug,Kakumiro District,Kakumiro,Central,00000,Uganda Christian University,2.58,2.87; 2.83,57,21,6,MOT0204,13,"JavaScript, Data Analysis","Problem-solving, Leadership, Time Management",Cybersecurity,Mobile App Development,"Photography, Hiking",Kinesthetic,Small group,Afternoon,Data Science,,,
M25M01/005,Ben,,Kabuye,Male,1999-08-25,Ugandan,Uganda,+256 775 377 697,ben.kabuye@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,3.67,3.53; 3.89,115,18,5,MOT0203,14,"Docker, JavaScript","Adaptability, Leadership, Problem-solving",Software Engineering,Cloud Computing,"Cooking, Volunteering",Visual,One-on-one,Late night,Mobile App Development,,,
S24M01/001,Namara,,Namirembe,Male,2004-09-13,Ugandan,Uganda,+256 713 262 232,namara.namirembe@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.99,3.9; 4.23,90,37,5,MOT0202,14,"MongoDB, Data Analysis","Communication, Critical Thinking, Adaptability",Software Engineering,Software Engineering,"Traveling, Photography",Reading/Writing,One-on-one,Late night,Cybersecurity,,,
S24M01/004,Noah,,Okello,Female,2003-03-23,Ugandan,Uganda,+256 727 210 339,noah.okello@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.93,4.15; 3.77,114,25,4,MOT0304,20,"AWS, Flutter","Teamwork, Time Management, Adaptability",Software Engineering,Web Development,"Photography, Sports",Visual,Online,Afternoon,Software Engineering,,,
S25M01/001,Emmanuel,,Nalubega,Female,1999-02-09,Ugandan,Uganda,+256 728 584 919,emmanuel.nalubega@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.75,2.79; 2.92,80,13,6,"MOT0101, MOT0104",12,"C++, Docker","Problem-solving, Communication, Time Management",Web Development,Software Engineering,"Music, Reading",Visual,Small group,Afternoon,Web Development,,,
S25M01/004,Lawrence,,Mugerwa,Female,2005-06-09,Ugandan,Uganda,+256 762 953 152,lawrence.mugerwa@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.06,2.81; 3.32,101,43,5,nan,17,"React, SQL","Time Management, Communication, Leadership",Cloud Computing,Data Science,"Traveling, Sports",Reading/Writing,Online,Morning,Mobile App Development,,,
S25M01/006,Stephen,,Namirembe,Female,2003-05-27,Ugandan,Uganda,+256 712 493 214,stephen.namirembe@students.ucu.ac.ug,Sembabule District,Sembabule,Central,00000,Uganda Christian University,3.69,3.5; 3.73,110,31,6,nan,18,"Git, MongoDB","Leadership, Problem-solving, Communication",Cloud Computing,Software Engineering,"Reading, Hiking",Auditory,One-on-one,Afternoon,Software Engineering,,,
S25M01/008,Deborah,,Ninsiima,Female,2004-12-07,Ugandan,Uganda,+256 777 113 321,deborah.ninsiima@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.6,3.8; 3.61,108,15,4,"MOT0101, MOT0103, MOT0105",15,"Git, MongoDB","Communication, Leadership, Time Management",Software Engineering,Software Engineering,"Reading, Sports",Visual,Small group,Morning,Cybersecurity,,,
J24P04/002,Lilian,,Ibanda,Female,2004-08-12,Ugandan,Uganda,+256 755 422 866,lilian.ibanda@students.ucu.ac.ug,Mityana District,Mityana,Central,00000,Uganda Christian University,3.26,3.04; 3.27,107,26,6,"PIT0402, PIT0405, PIT0406",17,"SQL, Git","Communication, Time Management, Critical Thinking",Data Science,Cloud Computing,"Reading, Traveling",Kinesthetic,One-on-one,Afternoon,Web Development,,,
J24P04/004,Janet,,Ocaya,Female,2004-11-14,Ugandan,Uganda,+256 756 178 190,janet.ocaya@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.59,2.87; 2.81,71,29,6,"PIT0401, PIT0403, PIT0406",12,"SQL, MongoDB","Problem-solving, Time Management, Teamwork",Mobile App Development,Cloud Computing,"Volunteering, Hiking",Visual,Online,Evening,Cloud Computing,,,
J25P04/001,Fred,,Nakku,Male,2005-03-25,Ugandan,Uganda,+256 719 112 217,fred.nakku@students.ucu.ac.ug,Tororo District,Tororo,Central,00000,Uganda Christian University,2.86,2.91; 2.75,80,59,7,PIT0205,13,"Git, Java","Adaptability, Leadership, Time Management",Web Development,Data Science,"Music, Traveling",Auditory,Small group,Afternoon,Cloud Computing,,,
J25P04/003,George,,Nakabuye,Male,2002-01-10,Ugandan,Uganda,+256 722 779 729,george.nakabuye@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.45,3.24; 3.17,70,34,7,PIT0202,16,"C++, Flutter","Time Management, Adaptability, Communication",Software Engineering,Artificial Intelligence,"Traveling, Sports",Reading/Writing,One-on-one,Evening,Software Engineering,,,
J25P04/005,Nicholas,,Muwanga,Female,2005-10-28,Ugandan,Uganda,+256 758 494 904,nicholas.muwanga@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.47,3.24; 3.42,61,14,4,nan,13,"Flutter, Python","Critical Thinking, Problem-solving, Time Management",Software Engineering,Cloud Computing,"Cooking, Traveling",Reading/Writing,Online,Afternoon,Mobile App Development,,,
KM24P04/003,Hellen,,Mugabi,Male,2003-11-12,Ugandan,Uganda,+256 714 209 727,hellen.mugabi@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.61,3.78; 3.55,106,28,4,"PIT0301, PIT0302, PIT0303",18,"Machine Learning, SQL","Teamwork, Communication, Time Management",Data Science,Cybersecurity,"Gaming, Volunteering",Auditory,Small group,Evening,Data Science,,,
KS25P04/003,Namirembe,,Byarugaba,Male,2003-04-06,Ugandan,Uganda,+256 785 221 556,namirembe.byarugaba@students.ucu.ac.ug,Lyantonde District,Lyantonde,Central,00000,Uganda Christian University,3.55,3.27; 3.44,88,26,4,nan,13,"AWS, Node.js","Communication, Problem-solving, Adaptability",Web Development,Mobile App Development,"Traveling, Hiking",Kinesthetic,Online,Morning,Data Science,,,
M24P04/002,Evelyn,,Brown,Female,2000-12-25,Congolese,Uganda,+256 722 545 881,evelyn.brown@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.84,3.81; 4.0,34,19,4,"PIT0301, PIT0306",18,"Git, JavaScript","Adaptability, Critical Thinking, Teamwork",Data Science,Data Science,"Photography, Volunteering",Kinesthetic,One-on-one,Evening,Web Development,,,
M25P04/002,Jacob,,Naggenda,Female,2001-10-19,Ugandan,Uganda,+256 740 567 579,jacob.naggenda@students.ucu.ac.ug,Lwengo District,Lwengo,Central,00000,Uganda Christian University,2.95,3.15; 2.96,115,48,5,PIT0205,15,"Docker, C++","Problem-solving, Critical Thinking, Leadership",Data Science,Mobile App Development,"Music, Cooking",Auditory,Alone,Evening,Software Engineering,,,
M25P04/004,Susan,,Wanyama,Female,1999-06-02,Ugandan,Uganda,+256 772 761 500,susan.wanyama@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.21,3.16; 3.25,33,42,4,"PIT0201, PIT0204, PIT0206",21,"Node.js, Python","Adaptability, Teamwork, Critical Thinking",Artificial Intelligence,Data Science,"Hiking, Cooking",Visual,One-on-one,Evening,Software Engineering,,,
S24P04/001,Peace,,Kafuko,Female,1998-05-08,Ugandan,Uganda,+256 732 172 669,peace.kafuko@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.75,2.74; 2.67,90,45,5,"PIT0201, PIT0203",18,"JavaScript, Data Analysis","Problem-solving, Time Management, Teamwork",Data Science,Software Engineering,"Gaming, Photography",Reading/Writing,Alone,Late night,Cybersecurity,,,
S24P04/004,John,,Nassaka,Male,2001-07-14,Ugandan,Uganda,+256 759 340 218,john.nassaka@students.ucu.ac.ug,Kasese District,Kasese,Central,00000,Uganda Christian University,3.76,3.82; 3.7,79,20,6,PIT0102,18,"Java, Data Analysis","Critical Thinking, Adaptability, Time Management",Cloud Computing,Cybersecurity,"Traveling, Sports",Visual,One-on-one,Morning,Data Science,,,
S25P04/002,Edith,,Luyiga,Female,2004-05-18,Ugandan,Uganda,+256 729 782 991,edith.luyiga@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.54,3.38; 3.66,68,44,4,nan,19,"C++, Docker","Communication, Time Management, Critical Thinking",Data Science,Data Science,"Hiking, Cooking",Kinesthetic,Alone,Evening,Software Engineering,,,
J23B39/001,Nancy,,Kagimu,Female,2003-09-26,Ugandan,Uganda,+256 722 986 627,nancy.kagimu@students.ucu.ac.ug,Kabarole District,Kabarole,Central,00000,Uganda Christian University,3.81,3.6; 4.02,70,53,4,"BOS0602, BOS0603, BOS0605",20,"C++, React","Problem-solving, Adaptability, Leadership",Data Science,Cybersecurity,"Cooking, Hiking",Kinesthetic,One-on-one,Afternoon,Cloud Computing,,,
J23B39/003,Joseph,,Nakibuuka,Female,2004-07-21,Ugandan,Uganda,+256 717 159 739,joseph.nakibuuka@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.43,3.51; 3.58,81,31,6,BOS0501,13,"JavaScript, React","Time Management, Leadership, Adaptability",Cybersecurity,Software Engineering,"Hiking, Photography",Kinesthetic,Small group,Afternoon,Web Development,,,
J23B39/006,Michael,,Nakayiza,Male,2004-06-22,Ugandan,Uganda,+256 720 680 485,michael.nakayiza@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.57,2.83; 2.42,44,29,5,BOS0502,13,"Git, Node.js","Leadership, Problem-solving, Time Management",Web Development,Mobile App Development,"Sports, Traveling",Reading/Writing,Small group,Afternoon,Web Development,,,
J23B39/008,Akena,,Ssekandi,Male,2005-12-28,Ugandan,Uganda,+256 774 494 318,akena.ssekandi@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.99,3.85; 4.09,115,31,5,"BOS0605, BOS0606, BOS0607",15,"C++, Git","Leadership, Problem-solving, Adaptability",Cloud Computing,Cloud Computing,"Reading, Gaming",Kinesthetic,One-on-one,Morning,Mobile App Development,,,
